행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
김태경  그리다 시리즈Ⅱ [김태경 생황 Etude],우면당,김태경  그리다 시리즈Ⅱ [김태경 생황 Etude],2018-06-21,2018-06-21,19:30,20:30,무료,국립국악원,문화상인 보부,02-583-9979,,375,,직접입력,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
화용도 타령-타고 남은 적벽,풍류사랑방,작은창극 5,2018-06-22,2018-06-27,20:00,21:20,유료,국립국악원,국립국악원,02-580-3300,,140,S석:30000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
화용도 타령-타고 남은 적벽,풍류사랑방,작은창극 5,2018-06-22,2018-06-27,14:00,15:20,유료,국립국악원,국립국악원,02-580-3300,,140,S석:30000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
기숙희 가야금 독주회,우면당,기숙희 가야금 독주회,2018-06-23,2018-06-23,17:00,18:00,무료,국립국악원,기숙희,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
九彩之舞(구채지무),예악당,전통예술원 개원20주년 기념 무용과정기발표회,2018-06-27,2018-06-27,20:00,22:00,무료,국립국악원,한국예술종합학교 전통예술원 무용과,02-746-9756,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
(사)한국가야금연주가협회 제7회 정기연주회,예악당,(사)한국가야금연주가협회 제7회 정기연주회,2018-07-01,2018-07-01,17:00,18:30,무료,국립국악원,(사)한국가야금연주가협회,02-580-3300,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
素汀 성창순 1주기 추모음악회 <소정가(歌;家)>,우면당,素汀 성창순 1주기 추모음악회 <소정가(歌;家)>,2018-07-01,2018-07-01,17:00,18:30,무료,국립국악원,사단법인 소정 성창순 판소리전통예술원,02-564-0269,문화체육관광부+서울특별시+서울문화재단+문화재청+국립국악원,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
신민서 가야금 독주회,풍류사랑방,신민서 가야금 독주회,2018-07-05,2018-07-05,19:30,21:00,유료,국립국악원,지클레프,02-515-5123,이화여자대학교 한국음악과 동창회+(사)가야금산조 보존연구회+고흥곤 국악기 연구원,140,A석:20000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제2회 박찬진 가야금독주회,풍류사랑방,제2회 박찬진 가야금독주회,2018-07-06,2018-07-06,19:30,20:30,무료,국립국악원,박찬진,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
원완철의 남도민요 대금 악보집 발간 기념공연,풍류사랑방,원완철의 남도민요 대금 악보집 발간 기념공연 [20:00~21:30],2018-07-10,2018-07-10,20:00,21:30,무료,국립국악원,원완철,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
세종  하늘의 소리를 듣다,예악당,세종  하늘의 소리를 듣다-세종조 회례연,2018-05-23,2018-05-26,20:00,21:30,유료,국립국악원,국립국악원,02-580-3300,,722,S석:30000원+A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
현풍류,풍류사랑방,현풍류,2018-12-16,2018-12-16,17:00,18:30,무료,국립국악원,춘호가랑,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
일청 한갑득 탄생 100주년 기념연주회,우면당,일청 한갑득 탄생 100주년 기념연주회,2018-05-23,2018-05-23,19:30,21:00,무료,국립국악원,한갑득류거문고산조보존회,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
세종  하늘의 소리를 듣다,예악당,세종  하늘의 소리를 듣다-세종조 회례연,2018-05-23,2018-05-26,15:00,16:30,유료,국립국악원,국립국악원,02-580-3300,,722,S석:30000원+A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
박혜온 대금독주회  길 위에서 V - 이생강류 대금산조 전바탕,풍류사랑방,박혜온 대금독주회  길 위에서 V - 이생강류 대금산조 전바탕,2018-05-25,2018-05-25,19:30,20:30,무료,국립국악원,박혜온,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제48회 목멱예술제(우리가락),예악당,제48회 목멱예술제(우리가락),2018-05-29,2018-05-29,19:30,21:30,무료,국립국악원,국립국악고등학교,02-3497-0860,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제48회 목멱예술제(우리춤,예악당,제48회 목멱예술제(우리춤),2018-05-30,2018-05-30,19:30,21:30,무료,국립국악원,국립국악고등학교,02-3497-0860,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제4회 김민채 가야금 독주회,우면당,제4회 김민채 가야금 독주회,2018-06-02,2018-06-02,17:00,18:00,무료,국립국악원,김민채,02-580-3300,이화여자대학교,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
양길순 춤판,풍류사랑방,양길순 춤판,2018-06-03,2018-06-03,17:00,18:30,유료,국립국악원,김숙자류 도살풀이춤 보존회,02-580-3300,,140,A석:100000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제2회 정음회 연주회,우면당,제2회 정음회 연주회,2018-06-03,2018-06-03,17:00,18:15,무료,국립국악원,정음회,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
젊은 풍류 ’’맥’’,풍류사랑방,젊은 풍류 ’’맥’’,2018-06-06,2018-06-06,17:00,18:20,무료,국립국악원,김민주,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
대통령상 수상자들의 2018 당대의 춤(지금 이시대의 춤),우면당,대통령상 수상자들의 2018 당대의 춤(지금 이시대의 춤),2018-06-06,2018-06-06,16:00,17:30,유료,국립국악원,사단법인 보훈무용예술협회,02-588-4262,민주평화통일자문회의,375,A석:30000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
사제일심,예악당,사제일심,2018-06-06,2018-06-06,18:00,20:00,무료,국립국악원,호남살풀이춤,02-580-3300,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
금우악회 제19회 정기연주회,풍류사랑방,금우악회 제19회 정기연주회,2018-06-10,2018-06-10,17:00,18:00,무료,국립국악원,금우악회,02-580-3300,단국대학교 총동창회 및 금우악회 후원회,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
꼭두각시 인형과 함께 듣는 국악관현악,연희마당,2018년 우면산 별밤축제,2018-06-16,2018-09-01,20:00,21:00,무료,국립국악원,국립국악원,02-580-3300,,1000,,모든연령,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
Peace Night,연희마당,2018년 우면산 별밤축제,2018-06-16,2018-09-01,20:00,21:00,무료,국립국악원,국립국악원,02-580-3300,,1000,,모든연령,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
악단광칠 수상한 콘서트,연희마당,2018년 우면산 별밤축제,2018-06-16,2018-09-01,20:00,21:00,무료,국립국악원,국립국악원,02-580-3300,,1000,,모든연령,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
도는 놈 뛰는 놈 나는 놈,연희마당,2018년 우면산 별밤축제,2018-06-16,2018-09-01,20:00,21:00,무료,국립국악원,국립국악원,02-580-3300,,1000,,모든연령,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
판소리&민요 렉처콘서트,연희마당,2018년 우면산 별밤축제,2018-06-16,2018-09-01,20:00,21:00,무료,국립국악원,국립국악원,02-580-3300,,1000,,모든연령,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
한국거문고앙상블 제11회 정기연주회,우면당,한국거문고앙상블 제11회 정기연주회,2018-04-15,2018-04-15,17:00,18:00,무료,국립국악원,한국거문고앙상블,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
2018 류별로 본 우리춤 (스물두번째),예악당,2018 류별로 본 우리춤 (스물두번째),2018-04-19,2018-04-19,20:00,22:00,무료,국립국악원,우리춤연구회,02-580-3300,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제23회 전국신인정가악발표회 미래를 열어갈 젊은 신인들의 무대,예악당,제23회 전국신인정가악발표회 미래를 열어갈 젊은 신인들의 무대,2018-04-20,2018-04-20,19:30,21:00,무료,국립국악원,(재)월하문화재단,02-764-1778,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제 100회 정기공연 차세대주역의 협연음악회 “젊은 소리 2018”,예악당,제 100회 정기공연,2018-04-21,2018-04-21,19:00,21:00,무료,국립국악원,세종국악심포니오케스트라,02-580-3300,,722,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
아시아금교류회 21회 정기연주회,우면당,아시아금교류회 21회 정기연주회,2018-04-22,2018-04-22,17:00,18:30,무료,국립국악원,아시아금교류회,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
’’최영숙의 재담소리’’,예악당,서울시무형문화재 제38호 재담소리 보유자지정 기념공연,2018-04-22,2018-04-22,17:00,19:00,유료,국립국악원,재담소리보존회+(사)경서도창악회,02-523-6268,,722,R석:50000원+S석:30000원+A석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
화간접무 花間蝶舞,우면당,화간접무 花間蝶舞,2018-05-01,2018-05-01,19:30,21:00,무료,국립국악원,단국대학교 대학원 무용학과,031-8005-3125,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제 36회 한국정악원 전국신인음악연주회,우면당,제 36회 한국정악원 전국신인음악연주회,2018-05-03,2018-05-03,19:00,21:30,무료,국립국악원,한국정악원,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
꼭두  80일간의 세계일주,예악당,2018 국립국악원 어린이날 가족공연,2018-05-04,2018-05-06,11:00,12:10,유료,국립국악원,국립국악원,02-580-3300,,722,A석:20000원,직접입력,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
꼭두  80일간의 세계일주,예악당,2018 국립국악원 어린이날 가족공연,2018-05-04,2018-05-06,16:00,17:10,유료,국립국악원,국립국악원,02-580-3300,,722,A석:20000원,직접입력,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
가객 이세춘의 팔도유람기,풍류사랑방,가객 이세춘의 팔도유람기,2018-05-06,2018-05-06,17:00,18:30,무료,국립국악원,선비문화기획,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
뽕뽕뽕 방귀쟁이 뽕함마니,우면당,어린이 가족음악극,2018-05-11,2018-05-12,11:00,12:10,유료,국립국악원,국립국악원,02-580-3300,,375,A석:10000원,36개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
남미선 해금산조 (김영재류 전바탕),풍류사랑방,남미선 해금산조 (김영재류 전바탕),2018-05-13,2018-05-13,17:00,18:15,무료,국립국악원,남미선,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
고 장덕화 1주기 추모음악회  天上예인을 그리며 ‘同苦同樂’,우면당,고 장덕화 1주기 추모음악회 天上예인을 그리며 ‘同苦同樂’,2018-05-20,2018-05-20,17:00,18:30,무료,국립국악원,삼현육각피리보존회,070-4848-2016,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
정미정 아쟁독주회,풍류사랑방,정미정 아쟁독주회,2018-05-20,2018-05-20,17:00,18:00,무료,국립국악원,정미정,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제3회 박동실제 심청가 완창발표회,우면당,제3회 박동실제 심청가 완창발표회,2018-05-22,2018-05-22,15:00,20:00,무료,국립국악원,박동실制심청가보존회,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 가을 프로그램 1_추석에 만나는 우리 문화유산,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 여름 프로그램 3_효리네민박의 호기심쟁이,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 여름 프로그램 2_엄마는 모두 훌륭한 여행자,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 여름 프로그램 1_요리를 선택할 수 밖에 없었던 내 인생,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 봄 프로그램 3_기생충에게도 아름다운 내면이 있다.,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 봄 프로그램 2_조선시대판 타임캡슐  조선왕조실록,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
<다담> 봄 프로그램 1_풍경 만들기,우면당,국악콘서트 <다담>,2018-03-28,2018-11-28,11:00,12:30,유료,국립국악원,국립국악원+(재)전통공연예술진흥재단,02-580-3300,,375,A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
(사)한국경기소리보존회 제14회 기획공연 ’’가인지심’’,우면당,(사)한국경기소리보존회 제14회 기획공연 ’’가인지심’’,2018-04-01,2018-04-01,17:00,19:00,유료,국립국악원,과천시,02-507-5825,,375,A석:30000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
이승현 가야금 독주회 “정감” - 최옥삼류 가야금 산조,풍류사랑방,이승현 가야금 독주회 “정감”,2018-04-01,2018-04-01,17:00,18:00,무료,국립국악원,(주)문화기획통,02-786-1442,고흥곤국악기연구원,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
제3회 서울예고춤전 ’’벗의동행’’,우면당,제3회 서울예고춤전 ’’벗의동행’’,2018-04-03,2018-04-03,19:30,21:00,유료,국립국악원,서울예고춤전,02-580-3300,서울예고 총 동창회,375,A석:50000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
강미선 가야금병창 독주회 다섯번째 나들이,우면당,강미선 가야금병창 독주회,2018-04-04,2018-04-04,19:30,20:30,무료,국립국악원,강미선,02-580-3300,,375,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
민속악단<성주야 성주로구나>,예악당,국립국악원 서초동 청사 30주년 기념 공연 ’’성주야 성주로구나’’,2018-04-05,2018-04-06,20:00,21:30,유료,국립국악원,국립국악원,02-580-3300,,722,S석:30000원+A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
강은일  천리향,우면당,강은일 해금독주회 2018 강은일해금플러스 23 전통에 뿌리내리다 8,2018-04-08,2018-04-08,17:00,18:00,유료,국립국악원,강은일컴퍼니+마장뮤직앤픽처스(주),02-545-8517,한양대학교 국악과 동문회+ofmom+LG생활건강+단국대학교,375,A석:20000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
가족뮤지컬 렛잇고,봉산문화회관 가온홀,뮤지컬,2019-01-26,2019-01-27,11:00,12:00,유료,극단예일,극단예일,,,,,,,,bongsanart.jung.daegu.kr,,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-09-16,3410000,대구광역시 중구
백승희 가야금 연주회,풍류사랑방,백승희 가야금 연주회,2018-04-08,2018-04-08,17:00,18:00,무료,국립국악원,백승희,02-580-3300,,140,,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
창작악단 <이음을 위한 기원>,예악당,국립국악원 서초동 청사 30주년 기념 공연 ’’이음을 위한 기원’’,2018-04-12,2018-04-13,20:00,21:20,유료,국립국악원,국립국악원,02-580-3300,,722,S석:30000원+A석:20000원+B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
윤미선 거문고 독주회 玄琴  初心不忘 Ⅰ - 구당 김상기류 가진회상 선율,풍류사랑방,윤미선 거문고 독주회 玄琴  初心不忘 Ⅰ - 구당 김상기류 가진회상 선율,2018-04-15,2018-04-15,17:00,18:10,유료,국립국악원,윤미선,02-580-3300,,140,A석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
토요국악동화-으랏차차 순무가족의 커다란 순무,풍류사랑방,2018 토요국악동화,2018-03-10,2018-06-30,14:00,15:00,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
토요국악동화-마쯔와 신기한 돌,풍류사랑방,2018 토요국악동화,2018-03-10,2018-06-30,14:00,15:00,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
토요국악동화-토끼야 용궁가자(발탈아 놀자),풍류사랑방,2018 토요국악동화,2018-03-10,2018-06-30,14:00,15:00,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
2018 한국전통춤협회 정기공연’’舞香心善(무향심선)’’,예악당,2018 한국전통춤협회 정기공연’’舞香心善(무향심선)’’,2018-03-10,2018-03-11,19:30,21:00,유료,국립국악원,사단법인 한국전통춤협회,02-2058-1277,,722,R석:70000원+S석:50000원+A석:30000원+B석:20000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2022-08-04,1371034,문화체육관광부 국립국악원
